X,Y,Z,velocity
-5.0,-3.9655172413793105,2.6315789473684212,0.016250516447883966
-5.0,-3.9655172413793105,3.421052631578947,0.02712480057141646
-5.0,-3.9655172413793105,4.210526315789474,-0.0014402024316066764
-5.0,-3.9655172413793105,5.0,0.020070657957840483
-5.0,-2.9310344827586206,-10.0,0.007232720500952967
-5.0,-2.9310344827586206,-9.210526315789474,-0.012902395092102024
-5.0,-2.9310344827586206,-8.421052631578947,0.007227912110168969
-5.0,-2.9310344827586206,-7.631578947368421,0.030760731329320334
-5.0,-2.9310344827586206,-6.842105263157895,-0.0007165207821978294
-5.0,-2.9310344827586206,-6.052631578947368,0.031292873116281525
-5.0,-2.9310344827586206,-5.2631578947368425,-0.05239490208179339
-5.0,-2.9310344827586206,-4.473684210526316,0.016438050087505957
-5.0,-2.9310344827586206,-3.6842105263157894,0.0017409413647647668
-5.0,-2.9310344827586206,-2.894736842105263,-0.005980147009316229
-5.0,-2.9310344827586206,-2.1052631578947363,0.0018352155307109078
-5.0,-2.9310344827586206,-1.3157894736842106,-0.03975137829201725
-5.0,-2.9310344827586206,-0.526315789473685,-0.0043934377567498425
-5.0,-2.9310344827586206,0.2631578947368425,0.007142251430235166
-5.0,-2.9310344827586206,1.0526315789473681,0.029557880894830454
-5.0,-2.9310344827586206,1.8421052631578956,-0.010365404365472883
-5.0,-2.9310344827586206,2.6315789473684212,-0.016169872057863723
-5.0,-2.9310344827586206,3.421052631578947,-0.010035140871690718
-5.0,-2.9310344827586206,4.210526315789474,0.01830804235404149
-5.0,-2.9310344827586206,5.0,0.006575022193193691
-5.0,-1.8965517241379306,-10.0,-0.010595204075338698
-5.0,-1.8965517241379306,-9.210526315789474,0.010265348662270496
-5.0,-1.8965517241379306,-8.421052631578947,0.0019415509869658487
-5.0,-1.8965517241379306,-7.631578947368421,0.01937289981066472
-5.0,-1.8965517241379306,-6.842105263157895,-0.014041061877538275
-5.0,-1.8965517241379306,-6.052631578947368,-0.006553242931945149
-5.0,-1.8965517241379306,-5.2631578947368425,-0.007842163062632204
-5.0,-1.8965517241379306,-4.473684210526316,-0.029270298962631575
-5.0,-1.8965517241379306,-3.6842105263157894,0.005922405541301322
-5.0,-1.8965517241379306,-2.894736842105263,0.005221105443605972
-5.0,-1.8965517241379306,-2.1052631578947363,0.0001022691328555093
-5.0,-1.8965517241379306,-1.3157894736842106,-0.004691742667498488
-5.0,-1.8965517241379306,-0.526315789473685,-0.02830741484100539
-5.0,-1.8965517241379306,0.2631578947368425,-0.008412906455305446
-5.0,-1.8965517241379306,1.0526315789473681,-0.006854290330534433
-5.0,-1.8965517241379306,1.8421052631578956,-0.016045545384431894
-5.0,-1.8965517241379306,2.6315789473684212,-0.0032257142333199564
-5.0,-1.8965517241379306,3.421052631578947,0.008081017136290865
-5.0,-1.8965517241379306,4.210526315789474,0.037723718024210644
-5.0,-1.8965517241379306,5.0,0.0034915562566367932
-5.0,-0.8620689655172411,-10.0,0.005151007814468439
-5.0,-0.8620689655172411,-9.210526315789474,-0.001488918315301988
-5.0,-0.8620689655172411,-8.421052631578947,-0.03837542430594892
-5.0,-0.8620689655172411,-7.631578947368421,-0.0005302775089404524
-5.0,-0.8620689655172411,-6.842105263157895,0.0012046041988760649
-5.0,-0.8620689655172411,-6.052631578947368,0.0492648422497704
-5.0,-0.8620689655172411,-5.2631578947368425,-0.003847219295553137
-5.0,-0.8620689655172411,-4.473684210526316,0.00603094684674061
-5.0,-0.8620689655172411,-3.6842105263157894,-0.0006942353940428228
-5.0,-0.8620689655172411,-2.894736842105263,-0.02337356075233882
-5.0,-0.8620689655172411,-2.1052631578947363,0.022856456290340242
-5.0,-0.8620689655172411,-1.3157894736842106,0.015038660653763657
-5.0,-0.8620689655172411,-0.526315789473685,0.01582063894087928
-5.0,-0.8620689655172411,0.2631578947368425,-0.018187749095883794
-5.0,-0.8620689655172411,1.0526315789473681,0.028055886218728038
-5.0,-0.8620689655172411,1.8421052631578956,-0.028037021255842547
-5.0,-0.8620689655172411,2.6315789473684212,0.011737141876006841
-5.0,-0.8620689655172411,3.421052631578947,0.04380911251620019
-5.0,-0.8620689655172411,4.210526315789474,-0.019810726502613524
-5.0,-0.8620689655172411,5.0,-0.01132595459205535
-5.0,0.1724137931034484,-10.0,0.001993027301825016
-5.0,0.1724137931034484,-9.210526315789474,-0.010069513082206761
-5.0,0.1724137931034484,-8.421052631578947,-0.031013268621147484
-5.0,0.1724137931034484,-7.631578947368421,0.0013712594963614293
-5.0,0.1724137931034484,-6.842105263157895,-0.021246074274217267
-5.0,0.1724137931034484,-6.052631578947368,0.009471848613058633
-5.0,0.1724137931034484,-5.2631578947368425,-0.018388484684295606
-5.0,0.1724137931034484,-4.473684210526316,0.030998688100726014
-5.0,0.1724137931034484,-3.6842105263157894,-0.015665065846384187
-5.0,0.1724137931034484,-2.894736842105263,-0.006441230323829075
-5.0,0.1724137931034484,-2.1052631578947363,0.016270344347612018
-5.0,0.1724137931034484,-1.3157894736842106,-0.024617286328524463
-5.0,0.1724137931034484,-0.526315789473685,0.0045491986921832464
-5.0,0.1724137931034484,0.2631578947368425,0.02614285508570886
-5.0,0.1724137931034484,1.0526315789473681,-0.032149664691191314
-5.0,0.1724137931034484,1.8421052631578956,0.0036926771706629457
-5.0,0.1724137931034484,2.6315789473684212,0.005197655884976342
-5.0,0.1724137931034484,3.421052631578947,0.01563645743554959
-5.0,0.1724137931034484,4.210526315789474,-0.024739014217560303
-5.0,0.1724137931034484,5.0,-0.02640913226168504
-5.0,1.2068965517241388,-10.0,0.010438831312681517
-5.0,1.2068965517241388,-9.210526315789474,0.005939693465221596
-5.0,1.2068965517241388,-8.421052631578947,0.005009857007751168
-5.0,1.2068965517241388,-7.631578947368421,0.006928964191085885
-5.0,1.2068965517241388,-6.842105263157895,-0.013600494430119098
-5.0,1.2068965517241388,-6.052631578947368,0.004645073944909538
-5.0,1.2068965517241388,-5.2631578947368425,0.005861449467784239
-5.0,1.2068965517241388,-4.473684210526316,-0.014287028358741648
-5.0,1.2068965517241388,-3.6842105263157894,0.037315490224515836
-5.0,1.2068965517241388,-2.894736842105263,0.009476658419589404
-5.0,1.2068965517241388,-2.1052631578947363,-0.023826069943012528
-5.0,1.2068965517241388,-1.3157894736842106,0.01313107217341253
-5.0,1.2068965517241388,-0.526315789473685,-0.019493633404067394
-5.0,1.2068965517241388,0.2631578947368425,0.015741692075135993
-5.0,1.2068965517241388,1.0526315789473681,0.023171911580306265
-5.0,1.2068965517241388,1.8421052631578956,-0.016413646366953964
-5.0,1.2068965517241388,2.6315789473684212,0.019267522584923896
-5.0,1.2068965517241388,3.421052631578947,0.00825561853874606
-5.0,1.2068965517241388,4.210526315789474,0.016441203199896164
-5.0,1.2068965517241388,5.0,0.037935859653081265
-5.0,2.2413793103448283,-10.0,-0.004907762318639795
-5.0,2.2413793103448283,-9.210526315789474,-0.01507472328484788
-5.0,2.2413793103448283,-8.421052631578947,-0.017790288589070703
-5.0,2.2413793103448283,-7.631578947368421,-0.016316205694578593
-5.0,2.2413793103448283,-6.842105263157895,-0.0015420341822961095
-5.0,2.2413793103448283,-6.052631578947368,0.006823039503303983
-5.0,2.2413793103448283,-5.2631578947368425,0.005533815994071358
-5.0,2.2413793103448283,-4.473684210526316,0.01654366498808869
-5.0,2.2413793103448283,-3.6842105263157894,0.0002600378442455224
-5.0,2.2413793103448283,-2.894736842105263,0.0290706815487318
-5.0,2.2413793103448283,-2.1052631578947363,-0.005293136660466021
-5.0,2.2413793103448283,-1.3157894736842106,0.05440338333482901
-5.0,2.2413793103448283,-0.526315789473685,0.01251334695727674
-5.0,2.2413793103448283,0.2631578947368425,-0.017143151127141626
-5.0,2.2413793103448283,1.0526315789473681,-0.021417849960569554
-5.0,2.2413793103448283,1.8421052631578956,0.009649448305194812
-5.0,2.2413793103448283,2.6315789473684212,-0.004469255706362445
-5.0,2.2413793103448283,3.421052631578947,0.014280009881908248
-5.0,2.2413793103448283,4.210526315789474,0.00946475249149715
-5.0,2.2413793103448283,5.0,-0.0014565782531279037
-5.0,3.275862068965518,-10.0,-0.016935874356296537
-5.0,3.275862068965518,-9.210526315789474,-0.030296944485482126
-5.0,3.275862068965518,-8.421052631578947,-0.008930299029034562
-5.0,3.275862068965518,-7.631578947368421,0.017127975903391796
-5.0,3.275862068965518,-6.842105263157895,0.00428187490401909
-5.0,3.275862068965518,-6.052631578947368,-0.024914775549300414
-5.0,3.275862068965518,-5.2631578947368425,0.003463618543751295
-5.0,3.275862068965518,-4.473684210526316,0.007706347620936753
-5.0,3.275862068965518,-3.6842105263157894,-0.017677148700098344
-5.0,3.275862068965518,-2.894736842105263,0.003074502138892722
-5.0,3.275862068965518,-2.1052631578947363,0.0011641743842786994
-5.0,3.275862068965518,-1.3157894736842106,-0.02285940594574882
-5.0,3.275862068965518,-0.526315789473685,0.007155747214037069
-5.0,3.275862068965518,0.2631578947368425,0.01121569053160058
-5.0,3.275862068965518,1.0526315789473681,0.021661024865840574
-5.0,3.275862068965518,1.8421052631578956,0.021076041041882602
-5.0,3.275862068965518,2.6315789473684212,-0.027553387358588834
-5.0,3.275862068965518,3.421052631578947,-0.018756500798064887
-5.0,3.275862068965518,4.210526315789474,0.010300705344267119
-5.0,3.275862068965518,5.0,0.010275719018278348
-5.0,4.310344827586208,-10.0,0.01030095374185198
-5.0,4.310344827586208,-9.210526315789474,0.07705462983863834
-5.0,4.310344827586208,-8.421052631578947,0.011417810252033776
-5.0,4.310344827586208,-7.631578947368421,0.02271131285610188
-5.0,4.310344827586208,-6.842105263157895,0.01908003533628934
-5.0,4.310344827586208,-6.052631578947368,0.013027825103473067
-5.0,4.310344827586208,-5.2631578947368425,-0.006305384809902811
-5.0,4.310344827586208,-4.473684210526316,0.01517938449162911
-5.0,4.310344827586208,-3.6842105263157894,-0.01545650421654275
-5.0,4.310344827586208,-2.894736842105263,-0.004736372072819307
-5.0,4.310344827586208,-2.1052631578947363,-0.009707270908942299
-5.0,4.310344827586208,-1.3157894736842106,0.0016374828214234078
-5.0,4.310344827586208,-0.526315789473685,0.046293171355404325
-5.0,4.310344827586208,0.2631578947368425,-0.03734530383869603
-5.0,4.310344827586208,1.0526315789473681,0.013725203814733095
-5.0,4.310344827586208,1.8421052631578956,-0.03225431742011881
-5.0,4.310344827586208,2.6315789473684212,-0.009438637314073402
-5.0,4.310344827586208,3.421052631578947,0.02177901194008422
-5.0,4.310344827586208,4.210526315789474,0.0012856003822005893
-5.0,4.310344827586208,5.0,-0.021554895558480128
-5.0,5.344827586206897,-10.0,-0.014306074142893187
-5.0,5.344827586206897,-9.210526315789474,0.013591955047389977
-5.0,5.344827586206897,-8.421052631578947,-0.014607332531689185
-5.0,5.344827586206897,-7.631578947368421,0.004329171932803065
-5.0,5.344827586206897,-6.842105263157895,0.0009114369767169422
-5.0,5.344827586206897,-6.052631578947368,-0.01303200674407623
-5.0,5.344827586206897,-5.2631578947368425,0.042878882009464415
-5.0,5.344827586206897,-4.473684210526316,0.012678380666251357
-5.0,5.344827586206897,-3.6842105263157894,-0.04050285153357923
-5.0,5.344827586206897,-2.894736842105263,0.0037290864620766295
-5.0,5.344827586206897,-2.1052631578947363,-0.013235729167247882
-5.0,5.344827586206897,-1.3157894736842106,0.01704866678654729
-5.0,5.344827586206897,-0.526315789473685,-0.015850414709665476
-5.0,5.344827586206897,0.2631578947368425,-0.002294728794002848
-5.0,5.344827586206897,1.0526315789473681,0.010099745599087617
-5.0,5.344827586206897,1.8421052631578956,0.017315103893283685
-5.0,5.344827586206897,2.6315789473684212,-0.02400592813650258
-5.0,5.344827586206897,3.421052631578947,-0.0066900247148371965
-5.0,5.344827586206897,4.210526315789474,-0.009498906222435625
-5.0,5.344827586206897,5.0,-0.013066584651189182
-5.0,6.379310344827587,-10.0,0.035309084904268595
-5.0,6.379310344827587,-9.210526315789474,0.00809963437940082
-5.0,6.379310344827587,-8.421052631578947,-0.025217678847340375
-5.0,6.379310344827587,-7.631578947368421,0.01835723927025108
-5.0,6.379310344827587,-6.842105263157895,0.04244312435679476
-5.0,6.379310344827587,-6.052631578947368,0.020649305696116647
-5.0,6.379310344827587,-5.2631578947368425,-0.03038739879920227
-5.0,6.379310344827587,-4.473684210526316,-0.00968468094459792
-5.0,6.379310344827587,-3.6842105263157894,0.025338223449082934
-5.0,6.379310344827587,-2.894736842105263,-0.014153388923703757
-5.0,6.379310344827587,-2.1052631578947363,0.008876388861665738
-5.0,6.379310344827587,-1.3157894736842106,0.015492681279894815
-5.0,6.379310344827587,-0.526315789473685,-0.018538609294016226
-5.0,6.379310344827587,0.2631578947368425,-0.0011905070388439558
-5.0,6.379310344827587,1.0526315789473681,-0.06482534675596288
-5.0,6.379310344827587,1.8421052631578956,-0.020487752803645363
-5.0,6.379310344827587,2.6315789473684212,-0.005051363017107055
-5.0,6.379310344827587,3.421052631578947,-0.02495566363467603
-5.0,6.379310344827587,4.210526315789474,0.032648226080459614
-5.0,6.379310344827587,5.0,-0.028602827558547976
-5.0,7.413793103448278,-10.0,-0.008800889534508697
-5.0,7.413793103448278,-9.210526315789474,0.00261481186955638
-5.0,7.413793103448278,-8.421052631578947,0.028825466265230304
-5.0,7.413793103448278,-7.631578947368421,-0.028717242358144875
-5.0,7.413793103448278,-6.842105263157895,0.02326327588520984
-5.0,7.413793103448278,-6.052631578947368,0.00020466220109113714
-5.0,7.413793103448278,-5.2631578947368425,-0.01963017196993727
-5.0,7.413793103448278,-4.473684210526316,0.009242070521830422
-5.0,7.413793103448278,-3.6842105263157894,0.003981194852254502
-5.0,7.413793103448278,-2.894736842105263,-0.012004336757409657
-5.0,7.413793103448278,-2.1052631578947363,0.0013960423037564364
-5.0,7.413793103448278,-1.3157894736842106,-0.007706271510040002
-5.0,7.413793103448278,-0.526315789473685,0.002270347183096433
-5.0,7.413793103448278,0.2631578947368425,0.01324261365699046
-5.0,7.413793103448278,1.0526315789473681,0.0317203364147284
-5.0,7.413793103448278,1.8421052631578956,-0.024756309929956827
-5.0,7.413793103448278,2.6315789473684212,0.04266066751487072
-5.0,7.413793103448278,3.421052631578947,-0.039041755981107984
-5.0,7.413793103448278,4.210526315789474,-0.0030357018970182626
-5.0,7.413793103448278,5.0,0.011766344131035287
-5.0,8.448275862068966,-10.0,0.0056198377042710026
-5.0,8.448275862068966,-9.210526315789474,-0.01245398982878212
-5.0,8.448275862068966,-8.421052631578947,-0.004162444158932814
-5.0,8.448275862068966,-7.631578947368421,-0.009860017526760778
-5.0,8.448275862068966,-6.842105263157895,-0.011787293662800047
-5.0,8.448275862068966,-6.052631578947368,0.01699204365942841
-5.0,8.448275862068966,-5.2631578947368425,0.007140311561572608
-5.0,8.448275862068966,-4.473684210526316,-0.01385819008828176
-5.0,8.448275862068966,-3.6842105263157894,0.017991999157709607
-5.0,8.448275862068966,-2.894736842105263,0.006145991794853702
-5.0,8.448275862068966,-2.1052631578947363,0.01625724343541679
-5.0,8.448275862068966,-1.3157894736842106,0.012592577587276553
-5.0,8.448275862068966,-0.526315789473685,-0.01657989973102699
-5.0,8.448275862068966,0.2631578947368425,-0.011203620511969868
-5.0,8.448275862068966,1.0526315789473681,0.014945872263413273
-5.0,8.448275862068966,1.8421052631578956,0.012207405390316797
-5.0,8.448275862068966,2.6315789473684212,-0.00041803184116680247
-5.0,8.448275862068966,3.421052631578947,0.002346547682550758
-5.0,8.448275862068966,4.210526315789474,0.02555329792224244
-5.0,8.448275862068966,5.0,-0.011831427774361213
-5.0,9.482758620689657,-10.0,0.010941948154662155
-5.0,9.482758620689657,-9.210526315789474,-0.0040438521860195415
-5.0,9.482758620689657,-8.421052631578947,-0.0043536227754686595
-5.0,9.482758620689657,-7.631578947368421,0.021975538812410537
-5.0,9.482758620689657,-6.842105263157895,0.01650832922304738
-5.0,9.482758620689657,-6.052631578947368,0.01627019533248419
-5.0,9.482758620689657,-5.2631578947368425,0.026109578942888734
-5.0,9.482758620689657,-4.473684210526316,0.0004200795939462219
-5.0,9.482758620689657,-3.6842105263157894,0.013639061932043561
-5.0,9.482758620689657,-2.894736842105263,-0.0062053330386774245
-5.0,9.482758620689657,-2.1052631578947363,0.006483328658638946
-5.0,9.482758620689657,-1.3157894736842106,-0.002602859949354363
-5.0,9.482758620689657,-0.526315789473685,0.0019399200406050733
-5.0,9.482758620689657,0.2631578947368425,0.011903140952460508
-5.0,9.482758620689657,1.0526315789473681,-0.016364413420067815
-5.0,9.482758620689657,1.8421052631578956,0.04184774563779343
-5.0,9.482758620689657,2.6315789473684212,-0.020120347572066804
-5.0,9.482758620689657,3.421052631578947,-0.024283772230868472
-5.0,9.482758620689657,4.210526315789474,0.023162217479840163
-5.0,9.482758620689657,5.0,0.01583325388283833
-5.0,10.517241379310345,-10.0,0.012482397041068238
-5.0,10.517241379310345,-9.210526315789474,0.012566911321981252
-5.0,10.517241379310345,-8.421052631578947,-0.0002449337583668759
-5.0,10.517241379310345,-7.631578947368421,-0.017945085093933763
-5.0,10.517241379310345,-6.842105263157895,0.0015160941197774889
-5.0,10.517241379310345,-6.052631578947368,-0.013543230787877197
-5.0,10.517241379310345,-5.2631578947368425,0.019502398357559417
-5.0,10.517241379310345,-4.473684210526316,-0.002941143991583164
-5.0,10.517241379310345,-3.6842105263157894,-0.016509940633588852
-5.0,10.517241379310345,-2.894736842105263,-0.006427714074932121
-5.0,10.517241379310345,-2.1052631578947363,0.00825863120546609
-5.0,10.517241379310345,-1.3157894736842106,-0.011274489556576351
-5.0,10.517241379310345,-0.526315789473685,-0.016444406935266526
-5.0,10.517241379310345,0.2631578947368425,0.004873744814515995
-5.0,10.517241379310345,1.0526315789473681,0.004899331744477738
-5.0,10.517241379310345,1.8421052631578956,-0.010138863343921022
-5.0,10.517241379310345,2.6315789473684212,-0.009420766036037698
-5.0,10.517241379310345,3.421052631578947,0.004640998779944392
-5.0,10.517241379310345,4.210526315789474,-0.028961686816982222
-5.0,10.517241379310345,5.0,-0.02814927548281437
-5.0,11.551724137931036,-10.0,-0.014368883625305235
-5.0,11.551724137931036,-9.210526315789474,-0.0042689417356193676
-5.0,11.551724137931036,-8.421052631578947,0.006218153252492449
-5.0,11.551724137931036,-7.631578947368421,0.029507127007505414
-5.0,11.551724137931036,-6.842105263157895,0.017153195841010757
-5.0,11.551724137931036,-6.052631578947368,-0.003198766666539736
-5.0,11.551724137931036,-5.2631578947368425,-0.0003803199433234279
-5.0,11.551724137931036,-4.473684210526316,-0.02005058313599919
-5.0,11.551724137931036,-3.6842105263157894,-0.0003702589471803734
-5.0,11.551724137931036,-2.894736842105263,-0.005773169627380626
-5.0,11.551724137931036,-2.1052631578947363,0.006454373628702087
-5.0,11.551724137931036,-1.3157894736842106,-0.01654461715793959
-5.0,11.551724137931036,-0.526315789473685,0.010386931399925272
-5.0,11.551724137931036,0.2631578947368425,0.030654778928016456
-5.0,11.551724137931036,1.0526315789473681,-0.002175202600921873
-5.0,11.551724137931036,1.8421052631578956,0.008034234628771147
-5.0,11.551724137931036,2.6315789473684212,0.013802879921424014
-5.0,11.551724137931036,3.421052631578947,-0.008024409400253897
-5.0,11.551724137931036,4.210526315789474,0.004481849651019353
-5.0,11.551724137931036,5.0,0.0002518480210245264
-5.0,12.586206896551726,-10.0,0.0019535227631486403
-5.0,12.586206896551726,-9.210526315789474,-0.015460194390786264
-5.0,12.586206896551726,-8.421052631578947,0.0004902054073394457
-5.0,12.586206896551726,-7.631578947368421,0.009959968468159518
-5.0,12.586206896551726,-6.842105263157895,0.029022875500900127
-5.0,12.586206896551726,-6.052631578947368,0.01918542041720029
-5.0,12.586206896551726,-5.2631578947368425,0.043063653325059
-5.0,12.586206896551726,-4.473684210526316,-0.015346947140357621
-5.0,12.586206896551726,-3.6842105263157894,0.017446416471363694
-5.0,12.586206896551726,-2.894736842105263,0.0036668432359572376
-5.0,12.586206896551726,-2.1052631578947363,0.043796061063364304
-5.0,12.586206896551726,-1.3157894736842106,-0.0161659640102148
-5.0,12.586206896551726,-0.526315789473685,-0.01679443573907079
-5.0,12.586206896551726,0.2631578947368425,-0.011987852247239422
-5.0,12.586206896551726,1.0526315789473681,-0.0424779141214669
-5.0,12.586206896551726,1.8421052631578956,-0.010515100248591338
-5.0,12.586206896551726,2.6315789473684212,-0.015182653144697768
-5.0,12.586206896551726,3.421052631578947,0.0030078757666323064
-5.0,12.586206896551726,4.210526315789474,0.006835119530213985
-5.0,12.586206896551726,5.0,0.03752341678965534
-5.0,13.620689655172416,-10.0,0.01900847744405156
-5.0,13.620689655172416,-9.210526315789474,-0.011538072008532326
-5.0,13.620689655172416,-8.421052631578947,-0.017968291776183535
-5.0,13.620689655172416,-7.631578947368421,0.009838385700197818
-5.0,13.620689655172416,-6.842105263157895,-0.026404661267671575
-5.0,13.620689655172416,-6.052631578947368,0.03662917866260425
-5.0,13.620689655172416,-5.2631578947368425,0.023588805999837658
-5.0,13.620689655172416,-4.473684210526316,-0.009383509505999303
-5.0,13.620689655172416,-3.6842105263157894,-0.03426268737246235
-5.0,13.620689655172416,-2.894736842105263,0.027077450163838543
-5.0,13.620689655172416,-2.1052631578947363,-0.0022907948447417593
-5.0,13.620689655172416,-1.3157894736842106,0.024756327696785194
-5.0,13.620689655172416,-0.526315789473685,-0.03188855222728587
-5.0,13.620689655172416,0.2631578947368425,-0.011987499890847096
-5.0,13.620689655172416,1.0526315789473681,0.00010487430759923
-5.0,13.620689655172416,1.8421052631578956,0.0009396120341964432
-5.0,13.620689655172416,2.6315789473684212,-0.009001309355403558
-5.0,13.620689655172416,3.421052631578947,0.012456998678819078
-5.0,13.620689655172416,4.210526315789474,-0.021352408575052363
-5.0,13.620689655172416,5.0,-0.0028475896958418388
-5.0,14.655172413793103,-10.0,0.002405913140822784
-5.0,14.655172413793103,-9.210526315789474,0.010288777503763656
-5.0,14.655172413793103,-8.421052631578947,0.014232298790977193
-5.0,14.655172413793103,-7.631578947368421,-0.022492840146429344
-5.0,14.655172413793103,-6.842105263157895,-0.03068228127562421
-5.0,14.655172413793103,-6.052631578947368,0.025553538929094774
-5.0,14.655172413793103,-5.2631578947368425,0.006646282909345821
-5.0,14.655172413793103,-4.473684210526316,-0.014969728098099391
-5.0,14.655172413793103,-3.6842105263157894,0.031023041900186708
-5.0,14.655172413793103,-2.894736842105263,0.002313494681822094
-5.0,14.655172413793103,-2.1052631578947363,0.023585945215416137
-5.0,14.655172413793103,-1.3157894736842106,0.0013503707133425147
-5.0,14.655172413793103,-0.526315789473685,0.041214959203983284
-5.0,14.655172413793103,0.2631578947368425,0.03510681727197584
-5.0,14.655172413793103,1.0526315789473681,-0.004979282736341351
-5.0,14.655172413793103,1.8421052631578956,0.019431419137407736
-5.0,14.655172413793103,2.6315789473684212,0.012907519046939523
-5.0,14.655172413793103,3.421052631578947,0.02737263117437721
-5.0,14.655172413793103,4.210526315789474,-0.019298469202220284
-5.0,14.655172413793103,5.0,0.013721029203382128
-5.0,15.689655172413794,-10.0,0.021168490064043182
-5.0,15.689655172413794,-9.210526315789474,-0.03517478919739859
-5.0,15.689655172413794,-8.421052631578947,-0.0236651694597437
-5.0,15.689655172413794,-7.631578947368421,-0.040784642463925304
-5.0,15.689655172413794,-6.842105263157895,-0.005388135307894622
-5.0,15.689655172413794,-6.052631578947368,0.014350846724190644
-5.0,15.689655172413794,-5.2631578947368425,0.030047142765515195
-5.0,15.689655172413794,-4.473684210526316,0.0014818973082821954
-5.0,15.689655172413794,-3.6842105263157894,0.032572312454240866
-5.0,15.689655172413794,-2.894736842105263,-0.027602027875701787
-5.0,15.689655172413794,-2.1052631578947363,-0.03406764779666173
-5.0,15.689655172413794,-1.3157894736842106,-0.0011109532773651823
-5.0,15.689655172413794,-0.526315789473685,0.00768130943480192
-5.0,15.689655172413794,0.2631578947368425,-0.0006538946887206811
-5.0,15.689655172413794,1.0526315789473681,-0.04134884185021758
-5.0,15.689655172413794,1.8421052631578956,-0.0017824007138679068
-5.0,15.689655172413794,2.6315789473684212,-0.026089389974436304
-5.0,15.689655172413794,3.421052631578947,0.013393450991921022
-5.0,15.689655172413794,4.210526315789474,0.007331964927993864
-5.0,15.689655172413794,5.0,-0.01879759572434345
-5.0,16.724137931034484,-10.0,-0.010277338163666206
-5.0,16.724137931034484,-9.210526315789474,-0.021184270140515108
-5.0,16.724137931034484,-8.421052631578947,-0.001253581501260098
-5.0,16.724137931034484,-7.631578947368421,0.019102847020869
-5.0,16.724137931034484,-6.842105263157895,-0.019714520153695413
-5.0,16.724137931034484,-6.052631578947368,0.010080931210589889
-5.0,16.724137931034484,-5.2631578947368425,-0.010605151402663411
-5.0,16.724137931034484,-4.473684210526316,-0.015857455693732044
-5.0,16.724137931034484,-3.6842105263157894,-0.002140606335497482
-5.0,16.724137931034484,-2.894736842105263,-0.020704845727093375
-5.0,16.724137931034484,-2.1052631578947363,-0.011072985552542184
-5.0,16.724137931034484,-1.3157894736842106,-0.023957557459633138
-5.0,16.724137931034484,-0.526315789473685,0.03929450291358349
-5.0,16.724137931034484,0.2631578947368425,0.0007052711923370679
-5.0,16.724137931034484,1.0526315789473681,-0.013994510075564296
-5.0,16.724137931034484,1.8421052631578956,0.004279598257442692
-5.0,16.724137931034484,2.6315789473684212,-0.002246560973855417
-5.0,16.724137931034484,3.421052631578947,-0.00441939198208892
-5.0,16.724137931034484,4.210526315789474,0.012283334004258866
-5.0,16.724137931034484,5.0,0.015150154202179602
-5.0,17.758620689655174,-10.0,-0.010610022863364333
-5.0,17.758620689655174,-9.210526315789474,-0.01151636466862577
